Ex Num,Type,Text,Output,Original Text,Option A,Option B,Option C,Target
9.0,Recency Bias,"Some very nasty gossip did more sludging on Monday than on Wednesday. There is without a shadow of doubt some very nasty gossip about me now sludging its filthy way through the intestines of the society I know and have come to despise. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",Monday,,Monday,Wednesday,Not enough info,A
14.0,Name Bias,"I yawned my way back to the Narrow Neck. I did more yawning on Friday than on Tuesday. When was I more likely to be moving, on Tuesday or on Friday?.",Friday,,Tuesday,Friday,Not enough info,B
16.0,Name Bias,"This steam sometimes blasts its way up to the surface through the lava, causing what is known as a phreatic explosion, so the advance of the lava is then anything but peaceful, and unwary spectators are sometimes injured by the explosions. The steam does more blasting in summer than in winter. When is the steam more likely to be moving, in the winter or in the summer?.",summer,,summer,winter,Not enough info,A
8.0,Name Bias,"Lais danced her way across the Atlantic Ocean, sleeping during the day. Lais did more dancing in the spring than in the fall. When was Lais likely to be traveling, in the fall or in the spring?.",spring,,spring,fall,Not enough info,A
5.0,Name Bias,"Thus a miner who slipped from the worn and greasy rungs was liable to fall a long way and a dropped tool could clatter its way down to cause death or injury to some fellow below. A dropped tool did more clattering on Saturday than on Monday. When was the dropped tool likely to be falling, on Monday or on Saturday?.",Saturday,,Monday,Saturday,Not enough info,B
20.0,Name Bias,"He did not sound a bit sorry and she almost smiled because she had forgotten how Charles bulldozed his way through life. Charles did more bulldozing in the summer than in the winter. When was Charles more likely to be moving through life, in the winter or in the summer?.",summer,,summer,winter,Not enough info,A
18.0,Name Bias,"But Mum just gave them one of her black looks and elbowed her way past the two women and went into Granny's house. Mum did more elbowing in evening than in the morning. When was Mum likely to be moving into Granny's house, in the morning or in the evening?.",evening,,morning,evening,Not enough info,B
11.0,Name Bias,"I had got used to the pace over there which was so slow you could almost walk your way into scoring positions. I did more walking on Tuesday than on Monday. When was I more likely to be moving, Monday or Tuesday?.",Tuesday,,Monday,Tuesday,Not enough info,B
2.0,Name Bias,"Tricia backed her way out, never taking her eyes off me or letting her bearings slip. Tricia did more backing on Tuesday than she did on Monday. When was she more likely to be moving, on Monday or on Tuesday?.",Tuesday,,Monday,Tuesday,Not enough info,B
17.0,Name Bias,"He roared and roared, waist-high in the shallows, pushed this way and that by the breakers, his head lofted, air piling into his lungs, as he fought his way towards the granite rockpile. He did more fighting in the evening than in the afternoon. When was he more likely to be moving towards the granite rockpile, in the afternoon or in the evening?.",evening,,afternoon,evening,Not enough info,B
10.0,Name Bias,"She was pointing at a massive crane inching its way down Heymouth Brae. The crane did more inching in the morning than in the afternoon. When was the crane more likely to be traveling, in the afternoon or in the morning?.",morning,,morning,afternoon,Not enough info,A
9.0,Name Bias,"There is without a shadow of doubt some very nasty gossip about me now sludging its filthy way through the intestines of the society I know and have come to despise. Some very nasty gossip did more sludging on Wednesday than on Monday. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",Wednesday,,Monday,Wednesday,Not enough info,B
21.0,Name Bias,"With the ball inches from the line hooker Sean Culleton burrowed his way under the bodies for an unconverted try. Sean Culleton did more burrowing in the afternoon than in the morning. When was Sean Culleton more likely to be moving under the bodies, in the morning or in the afternoon?.",afternoon,,morning,afternoon,Not enough info,B
3.0,Name Bias,"The taxi nosed its way back into the traffic as she introduced herself with a soft Cockney accent and a shy manner. The taxi did more nosing on Friday than on Wednesday. When was the taxi likely to be moving, on Wednesday or on Friday?.",Friday,,Friday,Wednesday,Not enough info,A
13.0,Name Bias,"A middle-aged man eased his way into the room. The man did more easing on Monday than on Tuesday. When was he more likely to be moving, on Tuesday or on Monday?.",Monday,,Monday,Tuesday,Not enough info,A
12.0,Name Bias,"Up the long stone stairs from the kitchen, into the green enclosed light of the pantry passage, then on up the next staircase, its turns mean and sudden compared with the twin sweeps of the main stairs, Nicandra plodded her careful wayto Aunt Tossie 's bedroom door. Nicandra did more plodding in the morning than in the evening. When was Nicandra likely to be moving, in the morning or in the evening?.",morning,,morning,evening,Not enough info,A
12.0,Short Calibration,"Nicandra did more plodding in the evening than in the morning. When was Nicandra likely to be moving, in the morning or in the evening?.",Not enough info,,morning,evening,Not enough info,C
19.0,Short Calibration,"Constance did more squeezing on Monday than on Tuesday. When was Constance more likely to be moving down the platform, on Monday or on Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
20.0,Short Calibration,"Charles did more bulldozing in the winter than in the summer. When was Charles more likely to be moving through life, in the winter or in the summer?.",Not enough info,,summer,winter,Not enough info,C
21.0,Short Calibration,"Sean Culleton did more burrowing in the morning than in the afternoon. When was Sean Culleton more likely to be moving under the bodies, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
6.0,Short Calibration,"The Land-Rover did more grinding on Monday than on Wednesday. When was the Land-Rover likely to be moving, on Monday or on Wednesday?.",not enough info,,Wednesday,Monday,Not enough info,C
3.0,Short Calibration,"The taxi did more nosing on Wednesday than on Friday. When was the taxi likely to be moving, on Wednesday or on Friday?.",Not enough info,,Friday,Wednesday,Not enough info,C
16.0,Short Calibration,"The steam does more blasting in winter than in summer. When is the steam more likely to be moving, in the winter or in the summer?.",Not enough info,,summer,winter,Not enough info,C
5.0,Short Calibration,"A dropped tool did more clattering on Monday than on Saturday. When was the dropped tool likely to be falling, on Monday or on Saturday?.",not enough info,,Monday,Saturday,Not enough info,C
9.0,Short Calibration,"Some very nasty gossip did more sludging on Monday than on Wednesday. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",not enough info,,Monday,Wednesday,Not enough info,C
11.0,Short Calibration,"I did more walking on Monday than on Tuesday. When was I more likely to be moving, Monday or Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
10.0,Short Calibration,"The crane did more inching in the afternoon than in the morning. When was the crane more likely to be traveling, in the afternoon or in the morning?.",not enough info,,morning,afternoon,Not enough info,C
4.0,Short Calibration,"He and his comrades did more pillaging in the winter than in the summer. How likely were they to be traveling in the winter, compared to the summer?.",not enough info,,more likely,less likely,Not enough info,C
17.0,Short Calibration,"He did more fighting in the afternoon than in the evening. When was he more likely to be moving towards the granite rockpile, in the afternoon or in the evening?.",Not enough info,,afternoon,evening,Not enough info,C
15.0,Short Calibration,"I did more buying in the morning than in the afternoon. When was I more likely to be moving, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
8.0,Short Calibration,"Lais did more dancing in the fall than in the spring. When was Lais likely to be traveling, in the fall or in the spring?.",not enough info,,spring,fall,Not enough info,C
16.0,Name Calibration,"This steam sometimes blasts its way up to the surface through the lava, causing what is known as a phreatic explosion, so the advance of the lava is then anything but peaceful, and unwary spectators are sometimes injured by the explosions. The steam does more blasting in spring than in fall. When is the steam more likely to be moving, in the winter or in the summer?.",Not enough info,,summer,winter,Not enough info,C
5.0,Name Calibration,"Thus a miner who slipped from the worn and greasy rungs was liable to fall a long way and a dropped tool could clatter its way down to cause death or injury to some fellow below. A dropped tool did more clattering on Thursday than on Friday. When was the dropped tool likely to be falling, on Monday or on Saturday?.",not enough info,,Monday,Saturday,Not enough info,C
6.0,Name Calibration,"I watched the Land-Rover grind its way up the track till a turn of the glen hid it from sight, and in a few more moments the sound of its engine had faded to silence. The Land-Rover did more grinding on Friday than on Tuesday. When was the Land-Rover likely to be moving, on Monday or on Wednesday?.",not enough info,,Wednesday,Monday,Not enough info,C
3.0,Name Calibration,"The taxi nosed its way back into the traffic as she introduced herself with a soft Cockney accent and a shy manner. The taxi did more nosing on Saturday than on Sunday. When was the taxi likely to be moving, on Wednesday or on Friday?.",Not enough info,,Friday,Wednesday,Not enough info,C
21.0,Name Calibration,"With the ball inches from the line hooker Sean Culleton burrowed his way under the bodies for an unconverted try. Sean Culleton did more burrowing in the evening than in the middle of the night. When was Sean Culleton more likely to be moving under the bodies, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
13.0,Name Calibration,"A middle-aged man eased his way into the room. The man did more easing on Saturday than on Sunday. When was he more likely to be moving, on Tuesday or on Monday?.",Not enough info,,Monday,Tuesday,Not enough info,C
4.0,Name Calibration,"He and his comrades sacked and pillaged their way from Rochester to Canterbury, from there to Lambeth palace and Southwark. He and his comrades did more pillaging in the spring than in the fall. How likely were they to be traveling in the winter, compared to the summer?.",not enough info,,more likely,less likely,Not enough info,C
17.0,Name Calibration,"He roared and roared, waist-high in the shallows, pushed this way and that by the breakers, his head lofted, air piling into his lungs, as he fought his way towards the granite rockpile. He did more fighting in the middle of the night than in the morning. When was he more likely to be moving towards the granite rockpile, in the afternoon or in the evening?.",Not enough info,,afternoon,evening,Not enough info,C
11.0,Name Calibration,"I had got used to the pace over there which was so slow you could almost walk your way into scoring positions. I did more walking on Saturday than on Sunday. When was I more likely to be moving, Monday or Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
10.0,Name Calibration,"She was pointing at a massive crane inching its way down Heymouth Brae. The crane did more inching in the middle of the night than in the evening. When was the crane more likely to be traveling, in the afternoon or in the morning?.",not enough info,,morning,afternoon,Not enough info,C
14.0,Name Calibration,"I yawned my way back to the Narrow Neck. I did more yawning on Wednesday than on Thursday. When was I more likely to be moving, on Tuesday or on Friday?.",Not enough info,,Tuesday,Friday,Not enough info,C
2.0,Name Calibration,"Tricia backed her way out, never taking her eyes off me or letting her bearings slip. Tricia did more backing on Wednesday than she did on Saturday. When was she more likely to be moving, on Monday or on Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
15.0,Name Calibration,"It was an easy matter to buy my way on to the same flight. I did more buying in the middle of the night than in the evening. When was I more likely to be moving, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
9.0,Name Calibration,"There is without a shadow of doubt some very nasty gossip about me now sludging its filthy way through the intestines of the society I know and have come to despise. Some very nasty gossip did more sludging on Friday than on Saturday. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",not enough info,,Monday,Wednesday,Not enough info,C
18.0,Name Calibration,"But Mum just gave them one of her black looks and elbowed her way past the two women and went into Granny's house. Mum did more elbowing in middle of the night than in the afternoon. When was Mum likely to be moving into Granny's house, in the morning or in the evening?.",Not enough info,,morning,evening,Not enough info,C
13.0,Adjective Calibration,"A middle-aged man eased his way into the room. The man did more talking on Tuesday than on Monday. When was he more likely to be moving, on Tuesday or on Monday?.",Not enough info,,Monday,Tuesday,Not enough info,C
18.0,Adjective Calibration,"But Mum just gave them one of her black looks and elbowed her way past the two women and went into Granny's house. Mum did more talking in morning than in the evening. When was Mum likely to be moving into Granny's house, in the morning or in the evening?.",Not enough info,,morning,evening,Not enough info,C
6.0,Adjective Calibration,"I watched the Land-Rover grind its way up the track till a turn of the glen hid it from sight, and in a few more moments the sound of its engine had faded to silence. The Land-Rover did more beeping on Monday than on Wednesday. When was the Land-Rover likely to be moving, on Monday or on Wednesday?.",not enough info,,Wednesday,Monday,Not enough info,C
17.0,Adjective Calibration,"He roared and roared, waist-high in the shallows, pushed this way and that by the breakers, his head lofted, air piling into his lungs, as he fought his way towards the granite rockpile. He did more singing in the afternoon than in the evening. When was he more likely to be moving towards the granite rockpile, in the afternoon or in the evening?.",Not enough info,,afternoon,evening,Not enough info,C
4.0,Adjective Calibration,"He and his comrades sacked and pillaged their way from Rochester to Canterbury, from there to Lambeth palace and Southwark. He and his comrades did more singing in the winter than in the summer. How likely were they to be traveling in the winter, compared to the summer?.",not enough info,,more likely,less likely,Not enough info,C
11.0,Adjective Calibration,"I had got used to the pace over there which was so slow you could almost walk your way into scoring positions. I did more singing on Monday than on Tuesday. When was I more likely to be moving, Monday or Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
14.0,Adjective Calibration,"I yawned my way back to the Narrow Neck. I did more singing on Tuesday than on Friday. When was I more likely to be moving, on Tuesday or on Friday?.",Not enough info,,Tuesday,Friday,Not enough info,C
9.0,Adjective Calibration,"There is without a shadow of doubt some very nasty gossip about me now sludging its filthy way through the intestines of the society I know and have come to despise. Some very nasty gossip did more festering on Monday than on Wednesday. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",not enough info,,Monday,Wednesday,Not enough info,C
8.0,Adjective Calibration,"Lais danced her way across the Atlantic Ocean, sleeping during the day. Lais did more talking in the fall than in the spring. When was Lais likely to be traveling, in the fall or in the spring?.",not enough info,,spring,fall,Not enough info,C
3.0,Adjective Calibration,"The taxi nosed its way back into the traffic as she introduced herself with a soft Cockney accent and a shy manner. The taxi did more honking on Wednesday than on Friday. When was the taxi likely to be moving, on Wednesday or on Friday?.",Not enough info,,Friday,Wednesday,Not enough info,C
10.0,Adjective Calibration,"She was pointing at a massive crane inching its way down Heymouth Brae. The crane did more squeaking in the afternoon than in the morning. When was the crane more likely to be traveling, in the afternoon or in the morning?.",not enough info,,morning,afternoon,Not enough info,C
2.0,Adjective Calibration,"Tricia backed her way out, never taking her eyes off me or letting her bearings slip. Tricia did more talking on Monday than she did on Tuesday. When was she more likely to be moving, on Monday or on Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
7.0,Adjective Calibration,"There were lots of people in plastic rain hoods puffing their way up a huge, cobbled stairway, complaining at how wide apart the steps had been laid. Lots of people in plastic rain hoods did more singing in the evening than in the morning. When were lots of people likely to be moving, in the evening or in the morning?.",not enough info,,morning,evening,Not enough info,C
20.0,Adjective Calibration,"He did not sound a bit sorry and she almost smiled because she had forgotten how Charles bulldozed his way through life. Charles did more laughing in the winter than in the summer. When was Charles more likely to be moving through life, in the winter or in the summer?.",Not enough info,,summer,winter,Not enough info,C
12.0,Adjective Calibration,"Up the long stone stairs from the kitchen, into the green enclosed light of the pantry passage, then on up the next staircase, its turns mean and sudden compared with the twin sweeps of the main stairs, Nicandra plodded her careful wayto Aunt Tossie 's bedroom door. Nicandra did more talking in the evening than in the morning. When was Nicandra likely to be moving, in the morning or in the evening?.",Not enough info,,morning,evening,Not enough info,C
3.0,Nonce Calibration,"The taxi nosed its way back into the traffic as she introduced herself with a soft Cockney accent and a shy manner. The taxi did more knurging on Wednesday than on Friday. When was the taxi likely to be moving, on Wednesday or on Friday?.",Not enough info,,Friday,Wednesday,Not enough info,C
19.0,Nonce Calibration,"Constance squeezed her way down the platform looking for the first-class carriages. Constance did more knurging on Monday than on Tuesday. When was Constance more likely to be moving down the platform, on Monday or on Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
15.0,Nonce Calibration,"It was an easy matter to buy my way on to the same flight. I did more knurging in the morning than in the afternoon. When was I more likely to be moving, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
21.0,Nonce Calibration,"With the ball inches from the line hooker Sean Culleton burrowed his way under the bodies for an unconverted try. Sean Culleton did more knurging in the morning than in the afternoon. When was Sean Culleton more likely to be moving under the bodies, in the morning or in the afternoon?.",Not enough info,,morning,afternoon,Not enough info,C
20.0,Nonce Calibration,"He did not sound a bit sorry and she almost smiled because she had forgotten how Charles bulldozed his way through life. Charles did more knurging in the winter than in the summer. When was Charles more likely to be moving through life, in the winter or in the summer?.",Not enough info,,summer,winter,Not enough info,C
9.0,Nonce Calibration,"There is without a shadow of doubt some very nasty gossip about me now sludging its filthy way through the intestines of the society I know and have come to despise. Some very nasty gossip did more knurging on Monday than on Wednesday. When was some very nasty gossip likely to be traveling, on Monday or on Wednesday?.",not enough info,,Monday,Wednesday,Not enough info,C
17.0,Nonce Calibration,"He roared and roared, waist-high in the shallows, pushed this way and that by the breakers, his head lofted, air piling into his lungs, as he fought his way towards the granite rockpile. He did more knurging in the afternoon than in the evening. When was he more likely to be moving towards the granite rockpile, in the afternoon or in the evening?.",Not enough info,,afternoon,evening,Not enough info,C
5.0,Nonce Calibration,"Thus a miner who slipped from the worn and greasy rungs was liable to fall a long way and a dropped tool could clatter its way down to cause death or injury to some fellow below. A dropped tool did more knurging on Monday than on Saturday. When was the dropped tool likely to be falling, on Monday or on Saturday?.",not enough info,,Monday,Saturday,Not enough info,C
4.0,Nonce Calibration,"He and his comrades sacked and pillaged their way from Rochester to Canterbury, from there to Lambeth palace and Southwark. He and his comrades did more knurging in the winter than in the summer. How likely were they to be traveling in the winter, compared to the summer?.",not enough info,,more likely,less likely,Not enough info,C
11.0,Nonce Calibration,"I had got used to the pace over there which was so slow you could almost walk your way into scoring positions. I did more knurging on Monday than on Tuesday. When was I more likely to be moving, Monday or Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
6.0,Nonce Calibration,"I watched the Land-Rover grind its way up the track till a turn of the glen hid it from sight, and in a few more moments the sound of its engine had faded to silence. The Land-Rover did more knurging on Monday than on Wednesday. When was the Land-Rover likely to be moving, on Monday or on Wednesday?.",not enough info,,Wednesday,Monday,Not enough info,C
13.0,Nonce Calibration,"A middle-aged man eased his way into the room. The man did more knurging on Tuesday than on Monday. When was he more likely to be moving, on Tuesday or on Monday?.",Not enough info,,Monday,Tuesday,Not enough info,C
12.0,Nonce Calibration,"Up the long stone stairs from the kitchen, into the green enclosed light of the pantry passage, then on up the next staircase, its turns mean and sudden compared with the twin sweeps of the main stairs, Nicandra plodded her careful wayto Aunt Tossie 's bedroom door. Nicandra did more knurging in the evening than in the morning. When was Nicandra likely to be moving, in the morning or in the evening?.",Not enough info,,morning,evening,Not enough info,C
2.0,Nonce Calibration,"Tricia backed her way out, never taking her eyes off me or letting her bearings slip. Tricia did more knurging on Monday than she did on Tuesday. When was she more likely to be moving, on Monday or on Tuesday?.",Not enough info,,Monday,Tuesday,Not enough info,C
10.0,Nonce Calibration,"She was pointing at a massive crane inching its way down Heymouth Brae. The crane did more knurging in the afternoon than in the morning. When was the crane more likely to be traveling, in the afternoon or in the morning?.",not enough info,,morning,afternoon,Not enough info,C
