Ex Num	Type	Text	Output	Original Text	Option A	Option B	Option C	Target
6	Nonce Calibration	"The further down that slope we go, the harder it is to pull back. The less far down the slope we go, the easier it is to pull back. We knurdge going down the slope during the afternoon more than we do at night. How difficult is it to pull back in the afternoon, compared to at night? "	chance	"The further down that slope we go, the harder it is to pull back."	easier	harder	not enough information	C
7	Base	"The more they work, the more I will pay them. The less they work, the less I will pay them. They work more in December than they do in September. How much will I pay them in December, compared to in September?"	more	"The more they work, the more I will pay them."	pay less	pay more	not enough information	B
7	Recency Bias	"The less they work, the less I will pay them. The more they work, the more I will pay them. They work more in December than they do in September. How much will I pay them in December, compared to in September?"	more	"The more they work, the more I will pay them."	pay less	pay more	not enough information	B
7	Vocabulary Bias	"The more they work, the less I will pay them. The less they work, the more I will pay them. They work more in December than they do in September. How much will I pay them in December, compared to in September?"	less	"The more they work, the more I will pay them."	pay less	pay more	not enough information	A
7	Name Bias	"The more they work, the more I will pay them. The less they work, the less I will pay them. They work more in September than they do in December. How much will I pay them in September, compared to in December?"	more	"The more they work, the more I will pay them."	pay less	pay more	not enough information	B
7	Short Calibration	"They work more in December than they do in September. How much will I pay them in December, compared to in September?"	chance	"The more they work, the more I will pay them."	pay less	pay more	not enough information	C
7	Name Calibration	"The more they work, the more I will pay them. The less they work, the less I will pay them. They work more in December than they do in September. How much will I pay them in August, compared to in November?"	chance	"The more they work, the more I will pay them."	pay less	pay more	not enough information	C
7	Adjective Calibration	"The more they work, the more I will pay them. The less they work, the less I will pay them. They exercise more in December than they do in September. How much will I pay them in December, compared to in September?"	chance	"The more they work, the more I will pay them."	pay less	pay more	not enough information	C
7	Nonce Calibration	"The more they work, the more I will pay them. The less they work, the less I will pay them. They knurdge more in December than they do in September. How much will I pay them in December, compared to in September?"	chance	"The more they work, the more I will pay them."	pay less	pay more	not enough information	C
8	Base	"The longer the rain lasted, the more quickly the ramparts melted. The shorter the rain lasted, the slower the ramparts melted. The rain lasted longer in Boston than it did in New York. How fast did the ramparts melt in Boston, compared to in New York?"	more quickly	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	B
8	Recency Bias	"The shorter the rain lasted, the slower the ramparts melted. The longer the rain lasted, the more quickly the ramparts melted. The rain lasted longer in Boston than it did in New York. How fast did the ramparts melt in Boston, compared to New York?"	more quickly	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	B
8	Vocabulary Bias	"The longer the rain lasted, the more slowly the ramparts melted. The shorter the rain lasted, the quickly the ramparts melted. The rain lasted longer in Boston than it did in New York. How fast did the ramparts melt in Boston, compared to in New York?"	more slowly	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	A
8	Name Bias	"The longer the rain lasted, the more quickly the ramparts melted. The shorter the rain lasted, the slower the ramparts melted. The rain lasted longer in New York than it did in Boston. How fast did the ramparts melt in New York, compared to Boston?"	more quickly	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	B
8	Short Calibration	"The rain lasted longer in Boston than it did in New York. How fast did the ramparts melt in Boston, compared to in New York?"	chance	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	C
8	Name Calibration	"The longer the rain lasted, the more quickly the ramparts melted. The shorter the rain lasted, the slower the ramparts melted. The rain lasted longer in Boston than it did in New York. How fast did the ramparts melt in Chicago, compared to in Philedelphia?"	chance	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	C
8	Adjective Calibration	"The longer the rain lasted, the more quickly the ramparts melted. The shorter the rain lasted, the slower the ramparts melted. The rain was colder in Boston than it was in New York. How fast did the ramparts melt in Boston, compared to in New York?"	chance	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	C
8	Nonce Calibration	"The longer the rain lasted, the more quickly the ramparts melted. The shorter the rain lasted, the slower the ramparts melted. The rain was more knurdge in Boston than it was in New York. How fast did the ramparts melt in Boston, compared to in New York?"	chance	"The longer the rain lasted, the more quickly the ramparts melted."	less quickly	more quickly	not enough information	C
9	Base	"The more information requested, the longer it will take to review. The less information requested, the shorter it will take to review. There was more information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	longer	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	B
9	Recency Bias	"The less information requested, the shorter it will take to review. The more information requested, the longer it will take to review. There was more information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	longer	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	B
9	Vocabulary Bias	"The more information requested, the shorter it will take to review. The less information requested, the longer it will take to review. There was more information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	shorter	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	A
9	Name Bias	"The more information requested, the longer it will take to review. The less information requested, the shorter it will take to review. There was more information requested on Monday than on Tuesday. How long will the review take on Monday, compared to on Tuesday?"	longer	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	B
9	Short Calibration	"There was more information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	chance	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	C
9	Name Calibration	"The more information requested, the longer it will take to review. The less information requested, the shorter it will take to review. There was more information requested on Tuesday than on Monday. How long will the review take on Thursday, compared to on Friday?"	chance	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	C
9	Adjective Calibration	"The more information requested, the longer it will take to review. The less information requested, the shorter it will take to review. There was weirder information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	chance	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	C
9	Nonce Calibration	"The more information requested, the longer it will take to review. The less information requested, the shorter it will take to review. There was knurdgier information requested on Tuesday than on Monday. How long will the review take on Tuesday, compared to on Monday?"	chance	"The more information requested, the longer it will take to review."	shorter	longer	not enough information	C
10	Base	"The more expensive the decision, the more will senior management be involved. The less expensive the decision, the less will senior management be involved. The decision on new employees will be more expensive than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	more	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	B
10	Recency Bias	"The less expensive the decision, the less will senior management be involved. The more expensive the decision, the more will senior management be involved. The decision on new employees will be more expensive than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	more	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	B
10	Vocabulary Bias	"The more expensive the decision, the less will senior management be involved. The less expensive the decision, the more will senior management be involved. The decision on new employees will be more expensive than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	less	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	A
10	Name Bias	"The more expensive the decision, the more will senior management be involved. The less expensive the decision, the less will senior management be involved. The decision on new equipment will be more expensive than the decision on new employees. How much will senior management be involved in the decision on new equipment, compared to the decision on new employees?"	more	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	B
10	Short Calibration	"The decision on new employees will be more expensive than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	chance	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	C
10	Name Calibration	"The more expensive the decision, the more will senior management be involved. The less expensive the decision, the less will senior management be involved. The decision on new employees will be more expensive than the decision on new equipment. How much will senior management be involved in the decision on new decorations, compared to the decision on new carpet?"	chance	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	C
10	Adjective Calibration	"The more expensive the decision, the more will senior management be involved. The less expensive the decision, the less will senior management be involved. The decision on new employees will be more entertaining than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	chance	"The more expensive the decision, the more will senior management be involved."	less involved	more involved	not enough information	C
10	Nonce Calibration	"The more expensive the decision, the more will senior management be involved. The less expensive the decision, the less will senior management be involved. The decision on new employees will be more knurdge than the decision on new equipment. How much will senior management be involved in the decision on new employees, compared to the decision on new equipment?"	chance	"The more expensive the decision, the more will senior management be involved."	less expensive	more expensive	not enough information	C
11	Base	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. The less we talk about it, the less coverage they get. We talk about it less in the evening than in the morning. How much coverage will they get in the evening, compared to the morning?"	more coverage	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. "	more coverage	less coverage	not enough information	A
11	Recency Bias	"The less we talk about it, the less coverage they get. So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats.  We talk about it less in the evening than in the morning.  How much coverage will they get in the evening, compared to the morning?"	more miserable	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats."	more miserable	less miserable	not enough information	A
11	Vocabulary Bias	"So the more we talk about it, the less coverage they get.  The less we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats.  We talk about it less in the evening than in the morning.  How much coverage will they get in the evening, compared to the morning?"	less miserable	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats."	more miserable	less miserable	not enough information	B
11	Name Bias	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats.  The less we talk about it, the less coverage they get.  We talk about it less in the morning than in the evening.  How much coverage will they get in the evening, compared to the morning?"	more miserable	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats."	more miserable	less miserable	not enough information	A
11	Short Calibration	"We talk about it less in the evening than in the morning.  How much coverage will they get in the evening, compared to the morning?"	not enough information	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats."	more miserable	less miserable	not enough information	C
11	Name Calibration	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats.  The less we talk about it, the less coverage they get.  We talk about it less in the evening than in the morning.  How much coverage will they get in the afternoon, compared to the middle of the night?"	not enough information	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats."	more miserable	less miserable	not enough information	C
11	Adjective Calibration	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. The less we talk about it, the less coverage they get. We talk about it more happily in the evening than in the morning. How much coverage will they get in the evening, compared to the morning?"	chance	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. "	more coverage	less coverage	not enough information	C
11	Nonce Calibration	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. The less we talk about it, the less coverage they get. We scrace about it more in the evening than in the morning. How much coverage will they get in the evening, compared to the morning?"	chance	"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats. "	more coverage	less coverage	not enough information	C
12	Base	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them. The less diseased immigrants we have, the less good it can do for them. There are more diseased immigrants in December than there are in November. How much good will the NHS do in December, compared to in November?"	more good	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more good	less good	not enough information	A
12	Recency Bias	"The less diseased immigrants we have, the less good it can do for them. Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them.  There are more diseased immigrants in December than there are in November.  How much good will the NHS do in December, compared to in November?"	more miserable	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more miserable	less miserable	not enough information	A
12	Vocabulary Bias	"Personally I think it's a very good thing, the less good it can do for them.  The less diseased immigrants we have, the more good it can do for them.  There are more diseased immigrants in December than there are in November.  How much good will the NHS do in December, compared to in November?"	less miserable	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more miserable	less miserable	not enough information	B
12	Name Bias	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them.  The less diseased immigrants we have, the less good it can do for them.  There are more diseased immigrants in November than there are in December.  How much good will the NHS do in December, compared to in November?"	more miserable	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more miserable	less miserable	not enough information	A
12	Short Calibration	"There are more diseased immigrants in December than there are in November.  How much good will the NHS do in December, compared to in November?"	not enough information	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more miserable	less miserable	not enough information	C
12	Name Calibration	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them.  The less diseased immigrants we have, the less good it can do for them.  There are more diseased immigrants in December than there are in November.  How much good will the NHS do in March, compared to in August?"	not enough information	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more miserable	less miserable	not enough information	C
12	Adjective Calibration	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them. The less diseased immigrants we have, the less good it can do for them. There are smarter immigrants in December than there are in November. How much good will the NHS do in December, compared to in November?"	chance	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more good	less good	not enough information	C
12	Nonce Calibration	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them. The less diseased immigrants we have, the less good it can do for them. There are knurgier immigrants in December than there are in November. How much good will the NHS do in December, compared to in November?"	chance	"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them."	more good	less good	not enough information	C
13	Base	"Applied to health care, the longer we wait for it, the worse off we are and the longer we put it off the longer it will take to fine tune it. The shorter we wait for it, the better off we are. We wait for it longer in California than we do in Ohio. How well off are we in California, compared to in Ohio"	better off	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it. "	better off	worse off	not enough information	A
13	Recency Bias	"The shorter we wait for it, the better off we are. Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it.  We wait for it longer in California than we do in Ohio.  How well off are we in California, compared to in Ohio"	more miserable	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it."	more miserable	less miserable	not enough information	A
13	Vocabulary Bias	"Applied to health care, the better off we are.  The shorter we wait for it, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it.  We wait for it longer in California than we do in Ohio.  How well off are we in California, compared to in Ohio"	less miserable	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it."	more miserable	less miserable	not enough information	B
13	Name Bias	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it.  The shorter we wait for it, the better off we are.  We wait for it longer in Ohio than we do in California.  How well off are we in California, compared to in Ohio"	more miserable	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it."	more miserable	less miserable	not enough information	A
13	Short Calibration	"We wait for it longer in California than we do in Ohio.  How well off are we in California, compared to in Ohio"	not enough information	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it."	more miserable	less miserable	not enough information	C
13	Name Calibration	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it.  The shorter we wait for it, the better off we are.  We wait for it longer in California than we do in Ohio.  How well off are we in North Carolina, compared to in New York"	not enough information	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it."	more miserable	less miserable	not enough information	C
13	Adjective Calibration	"Applied to health care, the longer we wait for it, the worse off we are and the longer we put it off the longer it will take to fine tune it. The shorter we wait for it, the better off we are. We wait for it more willingly in California than we do in Ohio. How well off are we in California, compared to in Ohio"	chance	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it. "	better off	worse off	not enough information	C
13	Nonce Calibration	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it. The shorter we wait for it, the better off we are. We scrace in California than we do in Ohio. How well off are we in California, compared to in Ohio"	chance	"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it. "	better off	worse off	not enough information	C
14	Base	"The more bureaucrats run charities, the more people who need them. The less bureaucrats run charities, the less people who need them. More bureaucrats ran charities 10 years ago compared to today. How many people needed charities 10 years ago, compared to today?"	more people	"The more bureaucrats run charities, the more people who need them."	less people	more people	not enough information	B
14	Recency Bias	"The less bureaucrats run charities, the less people who need them. The more bureaucrats run charities, the more people who need them.  More bureaucrats ran charities 10 years ago compared to today.  How many people needed charities 10 years ago, compared to today?"	more miserable	"The more bureaucrats run charities, the more people who need them."	more miserable	less miserable	not enough information	A
14	Vocabulary Bias	"The more bureaucrats run charities, the less people who need them.  The less bureaucrats run charities, the more people who need them.  More bureaucrats ran charities 10 years ago compared to today.  How many people needed charities 10 years ago, compared to today?"	less miserable	"The more bureaucrats run charities, the more people who need them."	more miserable	less miserable	not enough information	B
14	Name Bias	"The more bureaucrats run charities, the more people who need them.  The less bureaucrats run charities, the less people who need them.  More bureaucrats run charities today compared to 10 years ago.  How many people needed charities 10 years ago, compared to today?"	more miserable	"The more bureaucrats run charities, the more people who need them."	more miserable	less miserable	not enough information	A
